player_id,total_matches,win_rate,avg_skill_diff,early_matches,early_win_rate,churn
50,14,0.42857142857142855,907.3164857767808,4.0,0.75,0
51,6,0.5,881.4673398689987,2.0,0.5,1
52,18,0.7777777777777778,1326.2230194911167,3.0,1.0,1
53,10,0.8,1242.9333560265804,1.0,1.0,0
54,10,0.3,844.6182142215255,2.0,1.0,0
55,9,0.5555555555555556,1031.33176646302,3.0,0.6666666666666666,1
56,2,0.5,1064.5949483909717,2.0,0.5,1
57,5,0.2,928.1733955405844,2.0,0.5,1
58,1,0.0,1059.5088612883098,1.0,0.0,1
59,2,1.0,1236.7098205163209,2.0,1.0,1
61,1,0.0,910.6008135971038,1.0,0.0,1
63,3,0.0,706.618810929616,2.0,0.0,1
64,5,0.4,1092.8677309275251,3.0,0.6666666666666666,1
65,4,0.75,894.6207989325782,4.0,0.75,1
66,1,0.0,1031.3767875484175,1.0,0.0,1
67,1,0.0,812.8337540418869,1.0,0.0,1
68,14,0.7857142857142857,1220.273638452276,3.0,1.0,0
70,3,0.3333333333333333,1062.7067754090197,1.0,0.0,1
71,1,0.0,974.0455551203082,1.0,0.0,1
72,2,0.5,1203.799166337588,2.0,0.5,1
73,3,0.3333333333333333,866.3277447655361,3.0,0.3333333333333333,1
74,19,0.7368421052631579,1337.2730917897304,2.0,1.0,1
75,5,0.6,1034.8976398975472,3.0,0.6666666666666666,1
76,1,0.0,929.7651471802616,1.0,0.0,1
77,12,0.5,997.8514906698407,2.0,1.0,0
78,13,0.7692307692307693,1144.4750609638593,2.0,0.5,0
79,3,0.3333333333333333,907.4526704007325,3.0,0.3333333333333333,1
80,7,0.5714285714285714,925.741939713926,1.0,1.0,1
82,4,0.5,1044.9901688878306,3.0,0.3333333333333333,1
83,1,1.0,932.75011445196,1.0,1.0,1
84,1,0.0,882.0169207500134,1.0,0.0,1
85,2,0.0,870.7649099747254,2.0,0.0,1
86,16,0.375,833.023648525703,2.0,0.5,0
87,1,0.0,975.2565659723028,1.0,0.0,1
89,4,0.0,935.6865808444863,0.0,0.0,1
90,10,0.8,1295.4291973326997,1.0,1.0,1
91,1,0.0,838.1854676115096,1.0,0.0,1
92,1,0.0,936.7543653378956,1.0,0.0,1
95,7,0.14285714285714285,687.1092026752063,2.0,0.5,1
96,5,0.4,955.0482030283187,2.0,0.5,1
97,2,0.0,705.2482197313204,2.0,0.0,1
98,2,0.5,1130.471205029337,1.0,0.0,1
99,4,1.0,1254.854451746874,1.0,1.0,1
102,3,0.6666666666666666,1111.4136718283305,1.0,1.0,1
103,3,0.6666666666666666,1111.419591714199,3.0,0.6666666666666666,1
104,2,0.5,762.9363115195483,2.0,0.5,1
105,3,0.6666666666666666,738.6197542102564,2.0,1.0,1
106,2,0.5,1076.2343545106482,2.0,0.5,1
107,5,0.8,1035.260139808126,2.0,0.5,1
108,1,0.0,757.8914934322397,1.0,0.0,1
109,3,0.3333333333333333,1059.0390736317672,2.0,0.0,1
110,4,1.0,1080.7606261658527,2.0,1.0,1
112,1,0.0,1291.6865406853556,1.0,0.0,1
113,6,0.5,1086.0689676342115,2.0,0.5,1
114,3,0.6666666666666666,995.1358819922542,0.0,0.0,1
115,1,0.0,806.4269146229826,1.0,0.0,1
116,2,0.5,1053.063774089644,2.0,0.5,1
117,2,0.0,886.5105437543297,2.0,0.0,1
118,2,0.5,535.8596833068638,2.0,0.5,1
119,2,0.5,1275.37717723517,2.0,0.5,1
120,1,0.0,885.3582323842786,1.0,0.0,1
121,4,0.5,1061.5470537656845,2.0,0.5,1
122,1,0.0,912.186420273424,1.0,0.0,1
123,1,0.0,811.4442702533047,1.0,0.0,1
124,1,0.0,992.6794674610106,1.0,0.0,1
125,3,0.6666666666666666,959.100068246033,3.0,0.6666666666666666,1
126,12,0.5,863.1321084920355,2.0,1.0,0
127,2,0.0,455.5091718016122,2.0,0.0,1
128,1,0.0,770.1809995492962,1.0,0.0,1
129,1,0.0,1045.2476177334845,1.0,0.0,1
130,11,1.0,1543.0298634445035,2.0,1.0,1
131,1,0.0,1052.198146438482,1.0,0.0,1
133,3,0.6666666666666666,1013.9636901743037,3.0,0.6666666666666666,1
134,1,0.0,1330.7935081556084,1.0,0.0,1
135,3,0.0,896.0331708549547,3.0,0.0,1
137,1,0.0,912.8578335230526,1.0,0.0,1
139,1,0.0,1056.3481096932578,1.0,0.0,1
141,7,0.5714285714285714,882.6610822476256,3.0,0.6666666666666666,1
142,5,0.6,1027.053681820535,3.0,0.6666666666666666,1
143,12,0.5833333333333334,968.946139179248,2.0,1.0,0
144,12,0.5,859.1856556505842,1.0,1.0,0
145,2,0.5,904.4926924616108,2.0,0.5,1
146,4,0.25,845.2438842218685,3.0,0.3333333333333333,1
147,2,0.5,1000.3087936824504,2.0,0.5,1
148,2,0.5,1042.5236885035215,2.0,0.5,1
149,2,1.0,1219.4969942706327,1.0,1.0,1
150,1,0.0,837.725779395441,1.0,0.0,1
152,4,0.0,548.5214035578041,1.0,0.0,1
153,10,0.5,937.5076297650478,1.0,1.0,0
154,17,0.7058823529411765,1280.8632563989904,2.0,1.0,0
155,3,0.6666666666666666,726.1571508315895,3.0,0.6666666666666666,1
156,1,0.0,1250.9489674675308,1.0,0.0,1
157,3,1.0,1137.753857671328,0.0,0.0,1
159,3,0.6666666666666666,1189.3949601751012,3.0,0.6666666666666666,1
160,2,0.0,1101.6024582109198,2.0,0.0,1
161,2,0.5,1146.811041000654,2.0,0.5,1
162,6,0.6666666666666666,981.5465296465051,1.0,1.0,1
163,5,0.4,862.9628243178984,4.0,0.5,1
164,1,0.0,750.9838424183044,1.0,0.0,1
165,9,0.7777777777777778,1019.1267704446208,4.0,0.75,1
167,3,0.0,1058.3317866378093,3.0,0.0,1
168,3,0.6666666666666666,882.3782802151381,3.0,0.6666666666666666,1
169,5,0.6,965.417977501904,3.0,0.6666666666666666,1
170,3,0.3333333333333333,504.6636887939956,2.0,0.5,1
171,4,0.5,1143.1667583528888,4.0,0.5,1
172,3,0.3333333333333333,1099.2110048903571,2.0,0.5,1
173,1,0.0,885.6142907603135,1.0,0.0,1
174,14,0.7142857142857143,1254.2060198862284,3.0,1.0,0
175,5,0.2,789.1903009366357,3.0,0.3333333333333333,1
176,3,0.3333333333333333,977.403775378678,3.0,0.3333333333333333,1
177,8,0.625,927.349119097954,2.0,1.0,0
178,1,0.0,973.701637602155,1.0,0.0,1
179,2,0.5,1268.959709740008,2.0,0.5,1
180,2,0.5,1094.9794648764782,2.0,0.5,1
181,1,0.0,643.482546689402,0.0,0.0,1
182,9,0.8888888888888888,1237.4097842536312,2.0,1.0,1
183,6,0.5,1014.4276107703332,4.0,0.5,1
184,1,0.0,1017.8830896119048,1.0,0.0,1
185,2,0.0,882.1153177026218,2.0,0.0,1
187,13,0.8461538461538461,1204.927964966143,2.0,1.0,1
188,9,0.7777777777777778,1118.6108100566044,1.0,1.0,1
189,1,0.0,876.5704728761108,1.0,0.0,1
190,2,0.5,1307.5201203147958,2.0,0.5,1
191,2,0.5,736.2801279076263,1.0,0.0,1
192,16,0.6875,1142.7825931317725,3.0,1.0,0
193,4,0.25,1184.735042659904,3.0,0.3333333333333333,1
194,1,0.0,970.1765713569774,1.0,0.0,1
195,12,0.3333333333333333,874.3114621689307,3.0,0.6666666666666666,1
196,1,0.0,868.7016454302792,1.0,0.0,1
197,2,0.5,1013.0969718914424,2.0,0.5,1
198,7,0.5714285714285714,892.7628313119002,3.0,0.3333333333333333,1
199,3,0.6666666666666666,1321.7776186826277,2.0,0.5,1
200,13,0.6923076923076923,1202.853265951547,3.0,1.0,0
201,1,0.0,847.3152734287539,1.0,0.0,1
202,9,0.6666666666666666,1083.8692147322688,2.0,1.0,1
204,8,0.375,1157.4552586245827,4.0,0.25,1
205,6,0.6666666666666666,884.1346376225578,2.0,1.0,1
206,12,0.5833333333333334,1205.8795236270644,3.0,0.3333333333333333,1
208,14,0.5,1069.34480324839,2.0,1.0,0
209,6,0.6666666666666666,793.5771742392477,4.0,0.75,1
211,1,0.0,1198.016632798738,1.0,0.0,1
212,10,0.4,981.1674812799632,2.0,0.5,1
213,1,0.0,1023.8913346811574,1.0,0.0,1
214,1,0.0,715.1538658227389,1.0,0.0,1
215,11,0.5454545454545454,1160.064619315106,1.0,1.0,1
216,1,0.0,604.0811448294944,1.0,0.0,1
217,1,0.0,823.215410034331,1.0,0.0,1
218,5,0.4,780.5317152352362,1.0,1.0,1
219,7,0.7142857142857143,1148.0842428095502,3.0,0.6666666666666666,1
220,2,0.5,1356.9117777707172,2.0,0.5,1
221,3,0.0,878.2050477627967,3.0,0.0,1
222,2,0.0,965.9654937198432,2.0,0.0,1
224,3,0.3333333333333333,1050.424100330547,3.0,0.3333333333333333,1
225,15,0.9333333333333333,1205.590309964696,3.0,1.0,1
226,3,0.6666666666666666,1117.0964614608365,2.0,1.0,1
227,4,0.5,1058.804991922183,4.0,0.5,1
229,3,0.6666666666666666,858.8689435160755,3.0,0.6666666666666666,1
230,3,1.0,1593.901901549133,2.0,1.0,1
231,6,0.6666666666666666,1333.761616260141,3.0,0.6666666666666666,1
232,11,0.6363636363636364,1207.7351026192916,3.0,0.6666666666666666,1
233,9,0.3333333333333333,1023.3037602347582,1.0,1.0,0
234,1,0.0,1140.251127888674,1.0,0.0,1
235,4,0.25,782.9652643328511,2.0,0.5,1
236,13,0.7692307692307693,1277.2216471663576,3.0,1.0,1
237,10,0.6,1030.929708647325,1.0,1.0,1
238,12,0.4166666666666667,746.4413589442494,1.0,1.0,0
239,4,0.0,816.0203659107692,2.0,0.0,1
240,2,0.0,793.6045283671158,2.0,0.0,1
241,3,0.6666666666666666,1064.4481761764816,2.0,1.0,1
242,1,0.0,1048.4562545885422,1.0,0.0,1
247,5,0.6,729.4598868027559,0.0,0.0,1
248,5,0.6,1164.509994915195,3.0,0.6666666666666666,1
249,1,0.0,971.102431711114,1.0,0.0,1
250,9,0.7777777777777778,1219.5755875438374,2.0,1.0,0
251,2,0.0,942.0111867266642,2.0,0.0,1
253,5,0.6,1053.121678819727,2.0,1.0,1
254,1,0.0,1225.247637687277,1.0,0.0,1
255,3,0.3333333333333333,1012.9998811660512,3.0,0.3333333333333333,1
256,1,0.0,1051.343834559148,1.0,0.0,1
257,1,0.0,801.2673836898182,1.0,0.0,1
258,7,0.42857142857142855,958.3949554061838,2.0,0.5,1
259,1,0.0,728.7975456801148,1.0,0.0,1
260,13,0.8461538461538461,1362.0256812270588,2.0,1.0,0
261,3,0.3333333333333333,890.6188083814095,3.0,0.3333333333333333,1
262,10,0.6,1198.8828840180477,2.0,0.5,1
263,8,0.75,1263.8637037283263,2.0,1.0,0
264,10,0.9,1224.819178940325,1.0,1.0,1
265,2,0.0,1017.564222970758,2.0,0.0,1
266,9,0.7777777777777778,1281.2464718525107,4.0,0.5,1
267,5,0.4,1110.8105401684263,3.0,0.6666666666666666,1
268,4,0.0,732.9895360116941,2.0,0.0,1
269,10,0.7,1150.8108569691426,4.0,0.5,1
270,1,0.0,1034.7647050489695,1.0,0.0,1
271,3,0.6666666666666666,931.4219236776058,2.0,0.5,1
272,2,0.5,958.8112676579468,2.0,0.5,1
273,11,0.8181818181818182,1317.135834620152,2.0,1.0,0
274,2,0.0,926.0669304048316,2.0,0.0,1
275,3,0.3333333333333333,1221.7960477054205,0.0,0.0,1
276,12,0.25,789.1249589851337,1.0,1.0,0
277,4,0.5,925.3126951198316,2.0,0.5,1
278,1,0.0,1090.1540834372531,1.0,0.0,1
279,1,0.0,1003.7545047677772,1.0,0.0,1
280,2,0.5,817.4919965158854,1.0,1.0,1
281,1,0.0,1258.7635381629452,1.0,0.0,1
282,1,0.0,986.0975722634204,1.0,0.0,1
283,2,0.5,923.0034924088222,2.0,0.5,1
284,3,0.3333333333333333,975.8273062252141,1.0,0.0,1
285,2,0.5,858.8497730309635,2.0,0.5,1
286,2,0.0,1026.4850085345474,2.0,0.0,1
287,13,0.6923076923076923,1093.5149824964317,1.0,1.0,1
288,1,0.0,1057.90736732877,1.0,0.0,1
289,11,0.7272727272727273,941.1984477735244,3.0,1.0,1
290,4,0.25,673.4687986905942,3.0,0.3333333333333333,1
291,11,0.5454545454545454,1067.362254477493,1.0,1.0,1
292,1,0.0,1175.07121546916,1.0,0.0,1
293,2,0.0,867.2887592465175,2.0,0.0,1
294,5,0.0,779.8555600673017,4.0,0.0,1
295,2,0.0,973.4964552037792,2.0,0.0,1
296,14,0.9285714285714286,1354.5967704194045,4.0,0.75,1
298,8,0.5,1147.323986580114,4.0,0.5,1
299,11,1.0,1206.356405128788,2.0,1.0,1
300,2,1.0,1272.371620089868,1.0,1.0,1
301,9,0.7777777777777778,1155.028910122286,1.0,1.0,0
302,2,0.0,771.1034810184768,1.0,0.0,1
303,3,0.0,785.7855586257082,1.0,0.0,1
304,14,0.6428571428571429,1168.9707180050086,1.0,1.0,0
305,1,0.0,1202.2959428123008,1.0,0.0,1
306,3,0.0,973.0969744353437,3.0,0.0,1
307,1,1.0,906.9933795691172,1.0,1.0,1
308,6,0.3333333333333333,861.1003179503899,2.0,0.5,1
310,1,1.0,1245.6601327488152,1.0,1.0,1
311,13,0.46153846153846156,786.1764678602358,1.0,1.0,1
312,2,0.5,909.4860364136076,2.0,0.5,1
313,15,0.8666666666666667,1307.0374023735135,3.0,0.6666666666666666,0
314,1,0.0,1092.739705603505,1.0,0.0,1
316,3,0.3333333333333333,954.0811639201856,3.0,0.3333333333333333,1
317,16,0.5625,960.7092435187732,1.0,1.0,1
318,1,0.0,955.0160920889296,1.0,0.0,1
319,1,0.0,976.4143418396056,1.0,0.0,1
320,14,0.35714285714285715,1055.490651531184,2.0,1.0,1
321,2,0.0,719.0454634175094,1.0,0.0,1
322,2,0.0,803.9372508098805,2.0,0.0,1
323,12,0.5833333333333334,1150.8627937573117,2.0,1.0,0
324,15,0.4,999.2021141037466,2.0,1.0,1
325,13,0.6923076923076923,1090.2781852712117,1.0,1.0,1
326,1,0.0,774.0257966934666,1.0,0.0,1
327,14,0.8571428571428571,1228.14909235507,3.0,1.0,1
328,12,0.4166666666666667,818.4200088389084,2.0,1.0,1
329,1,0.0,622.2953174569187,1.0,0.0,1
330,2,0.5,869.397060383928,2.0,0.5,1
331,3,1.0,1207.91187036093,2.0,1.0,1
332,3,0.3333333333333333,823.2020202155996,3.0,0.3333333333333333,1
333,2,0.5,955.0775535061,2.0,0.5,1
334,3,0.0,503.4912028178323,2.0,0.0,1
335,11,0.6363636363636364,928.8362329323576,2.0,0.5,0
336,4,0.0,684.718038438064,2.0,0.0,1
337,1,0.0,893.2433315561287,1.0,0.0,1
338,3,0.0,827.1276995148497,3.0,0.0,1
339,5,0.8,952.5145997184572,4.0,0.75,1
340,6,0.6666666666666666,1071.2466245735282,3.0,0.6666666666666666,1
341,2,0.0,913.6875118264028,2.0,0.0,1
342,1,0.0,1020.1470492635036,1.0,0.0,1
343,1,0.0,1004.049653272864,1.0,0.0,1
344,3,0.6666666666666666,783.9576394553402,2.0,0.5,1
345,10,0.7,939.227314103774,3.0,1.0,0
346,2,0.5,1246.5087572415923,2.0,0.5,1
347,1,0.0,951.5688110594916,1.0,0.0,1
348,2,0.0,919.1269348639348,2.0,0.0,1
349,14,0.6428571428571429,1188.1440446974498,2.0,0.5,1
350,2,0.0,921.4312218465584,2.0,0.0,1
351,14,0.5,1122.3271570996678,2.0,1.0,1
352,1,0.0,957.9224472578288,1.0,0.0,1
353,1,0.0,972.3663707440202,1.0,0.0,1
354,7,0.7142857142857143,1440.6012925543412,2.0,0.5,1
355,3,0.6666666666666666,886.7438469638832,3.0,0.6666666666666666,1
356,4,0.5,964.6649814583516,3.0,0.6666666666666666,1
358,2,0.0,556.5382189057607,2.0,0.0,1
359,2,0.0,939.1869483868484,2.0,0.0,1
360,8,0.375,950.6948455991588,1.0,1.0,1
361,16,0.6875,1063.895976656251,1.0,1.0,0
362,2,0.5,1291.4520471699473,2.0,0.5,1
363,1,0.0,821.3842798790035,1.0,0.0,1
364,1,0.0,851.1257680390836,1.0,0.0,1
365,3,0.3333333333333333,1005.297950255715,3.0,0.3333333333333333,1
366,11,0.7272727272727273,928.6665017696153,2.0,1.0,0
367,6,0.3333333333333333,832.6755300676241,4.0,0.25,1
368,2,0.0,302.04398614612614,2.0,0.0,1
369,2,0.0,840.2959215631944,2.0,0.0,1
370,13,0.3076923076923077,1020.0334519771018,2.0,0.5,1
371,2,1.0,1485.0825183607783,2.0,1.0,1
372,3,0.0,809.9339419981912,3.0,0.0,1
373,3,0.6666666666666666,873.5121923847651,3.0,0.6666666666666666,1
375,1,0.0,1002.2664756735468,1.0,0.0,1
376,3,0.3333333333333333,833.5023272701092,2.0,0.5,1
377,3,0.0,764.8378039321605,3.0,0.0,1
378,2,0.5,1211.3288396704795,2.0,0.5,1
379,1,0.0,707.8659234964018,1.0,0.0,1
380,15,0.5333333333333333,912.0069291728836,1.0,1.0,0
381,1,0.0,1013.7749279027538,1.0,0.0,1
383,1,0.0,1378.6904645649038,1.0,0.0,1
384,1,0.0,581.7839150826251,1.0,0.0,1
385,8,0.5,878.3125917217716,4.0,0.5,1
386,1,0.0,902.2947437942612,1.0,0.0,1
387,2,0.5,1120.3160090804358,2.0,0.5,1
388,6,0.5,1164.3696242826302,1.0,1.0,1
389,1,0.0,869.824927059959,1.0,0.0,1
390,14,0.7142857142857143,1136.4855004922736,4.0,0.5,1
391,1,0.0,943.0419091434468,1.0,0.0,1
392,1,0.0,827.3412864004658,1.0,0.0,1
393,3,0.6666666666666666,1094.1934139570324,2.0,0.5,1
394,10,0.5,869.295750004367,1.0,1.0,1
395,2,0.0,884.6163466327853,2.0,0.0,1
396,9,0.3333333333333333,1262.0112430746344,1.0,1.0,0
398,2,0.5,1185.4230117011612,2.0,0.5,1
399,1,1.0,796.4828437741601,1.0,1.0,1
400,1,1.0,816.8004260887699,1.0,1.0,1
401,5,0.6,1233.506243036296,2.0,1.0,1
402,3,0.3333333333333333,910.1429304128384,2.0,0.5,1
403,3,1.0,1052.5926327233644,2.0,1.0,1
404,1,0.0,930.2171197781952,1.0,0.0,1
405,1,0.0,1221.8198930953438,1.0,0.0,1
406,2,0.0,869.1108532897385,2.0,0.0,1
407,8,0.875,1351.8679070123658,3.0,1.0,1
408,2,0.5,1071.2401177464253,2.0,0.5,1
409,3,0.6666666666666666,1169.3103350797107,3.0,0.6666666666666666,1
410,3,0.3333333333333333,911.1665157272572,2.0,0.5,1
411,12,0.4166666666666667,965.8328111319439,1.0,1.0,1
412,2,0.5,1039.0280099517986,2.0,0.5,1
413,4,0.5,1068.4238840219314,2.0,0.5,1
414,4,0.75,933.1893835886308,3.0,0.6666666666666666,1
415,12,0.8333333333333334,1411.267468886378,1.0,1.0,0
416,1,0.0,996.384817328855,1.0,0.0,1
417,1,0.0,1196.6706459652123,1.0,0.0,1
418,6,0.5,916.6569487543705,0.0,0.0,1
420,6,0.16666666666666666,1107.3649367911353,3.0,0.3333333333333333,1
421,14,0.7142857142857143,1157.1350767502977,3.0,1.0,1
422,7,0.5714285714285714,1125.4634858235236,0.0,0.0,1
423,3,0.6666666666666666,935.4191108066719,3.0,0.6666666666666666,1
424,5,0.6,1053.6098931691165,1.0,1.0,1
425,2,0.0,1012.6367337615512,2.0,0.0,1
426,1,0.0,911.1581251848186,1.0,0.0,1
427,7,0.7142857142857143,1187.805831499829,1.0,1.0,1
428,7,0.8571428571428571,1322.0152246379298,1.0,1.0,1
429,1,0.0,1272.1447151410523,1.0,0.0,1
430,1,0.0,928.2722218423742,1.0,0.0,1
431,19,0.7894736842105263,1379.1004838785002,4.0,0.75,0
432,2,0.0,1119.3484904555462,2.0,0.0,1
433,3,0.0,1197.880212733942,3.0,0.0,1
435,5,0.6,1004.1858404778388,2.0,1.0,1
437,3,0.3333333333333333,999.8119637607762,3.0,0.3333333333333333,1
438,1,0.0,865.9818852363933,1.0,0.0,1
439,16,0.8125,1195.8071650935033,3.0,0.6666666666666666,0
440,13,0.6153846153846154,1288.1405383942588,1.0,1.0,1
441,2,1.0,1155.9749056861588,1.0,1.0,1
442,1,1.0,944.9247628118276,1.0,1.0,1
443,2,0.5,922.5724846698836,2.0,0.5,1
444,3,0.3333333333333333,875.5582460349597,2.0,0.5,1
445,1,1.0,948.6229541792468,1.0,1.0,1
446,2,0.0,947.95322607449,2.0,0.0,1
447,2,0.5,778.1384935004011,2.0,0.5,1
448,3,0.3333333333333333,1136.9505349171743,2.0,0.5,1
449,13,0.3076923076923077,923.249403817398,2.0,1.0,0
450,1,0.0,830.8132719794063,1.0,0.0,1
451,3,0.3333333333333333,771.7544644874139,3.0,0.3333333333333333,1
452,11,1.0,1369.8409364938248,1.0,1.0,1
454,1,0.0,972.9580973739692,1.0,0.0,1
457,1,0.0,1268.0777047427694,1.0,0.0,1
459,1,0.0,1032.8836374250154,1.0,0.0,1
460,5,0.2,597.6037268588593,1.0,1.0,1
461,7,0.2857142857142857,665.6152453208806,1.0,0.0,1
462,5,0.4,789.2418405314909,3.0,0.3333333333333333,1
463,3,0.6666666666666666,1183.9953284834896,2.0,0.5,1
464,2,0.0,911.2147011130216,1.0,0.0,1
465,7,0.7142857142857143,1230.1225073859168,1.0,1.0,1
466,9,0.4444444444444444,990.8377911363839,4.0,0.75,1
467,1,0.0,916.6435893580294,1.0,0.0,1
468,13,0.6923076923076923,1202.0741700380663,1.0,1.0,0
469,1,0.0,984.0516470204672,1.0,0.0,1
470,3,0.3333333333333333,909.1133041461104,3.0,0.3333333333333333,1
471,2,0.5,1102.608584673163,1.0,1.0,1
472,10,0.8,997.2873674799728,2.0,1.0,1
473,1,0.0,913.8374518902236,1.0,0.0,1
474,1,0.0,934.3929390362256,1.0,0.0,1
476,1,1.0,936.1958677298142,1.0,1.0,1
477,1,0.0,912.9892575901256,1.0,0.0,1
478,15,0.4666666666666667,835.3799981104003,2.0,1.0,0
479,16,0.5,963.6531510292762,2.0,1.0,1
480,5,0.6,1263.999289703935,3.0,1.0,1
481,3,0.6666666666666666,1190.796761961258,3.0,0.6666666666666666,1
482,2,0.5,828.778469468714,1.0,0.0,1
483,3,0.6666666666666666,1409.5537581173576,3.0,0.6666666666666666,1
484,17,0.8235294117647058,1341.8110366647163,1.0,1.0,1
485,5,0.4,823.1771649698142,3.0,0.3333333333333333,1
486,1,0.0,1151.9825686352967,1.0,0.0,1
487,13,0.7692307692307693,1274.139197780995,3.0,0.6666666666666666,0
488,18,0.5555555555555556,1173.3705458263937,4.0,0.75,0
489,12,0.6666666666666666,1103.4969805760884,1.0,1.0,0
490,8,0.875,1482.2877828081148,1.0,1.0,1
491,2,0.0,1013.2472565887248,2.0,0.0,1
492,7,0.42857142857142855,908.601192288708,4.0,0.25,1
493,4,0.25,1048.6380485354982,4.0,0.25,1
494,1,0.0,1012.820512990045,1.0,0.0,1
495,7,0.7142857142857143,1074.8348569164516,3.0,0.6666666666666666,1
496,18,0.5555555555555556,1000.7547713110412,3.0,1.0,1
497,4,0.25,805.3562463269159,2.0,0.5,1
498,11,0.5454545454545454,982.3189851523692,1.0,1.0,0
499,1,1.0,1397.6912957012185,1.0,1.0,1
500,1,0.0,836.3157277051353,1.0,0.0,1
501,1,0.0,1017.8418464882036,1.0,0.0,1
502,4,0.5,915.595121188349,3.0,0.3333333333333333,1
504,1,1.0,1489.495999342011,1.0,1.0,1
505,15,0.4,1007.9981294928216,2.0,0.5,0
506,2,0.5,837.6778959320818,0.0,0.0,1
508,1,0.0,844.5561845864092,1.0,0.0,1
509,2,0.5,1042.3800670835135,2.0,0.5,1
510,3,0.3333333333333333,918.5060247894112,2.0,0.5,1
511,3,0.6666666666666666,1012.9222154779851,3.0,0.6666666666666666,1
512,1,0.0,1114.3217421614231,1.0,0.0,1
514,1,0.0,912.7022949370946,1.0,0.0,1
515,1,0.0,893.0264765809305,1.0,0.0,1
516,1,0.0,1120.8354964396658,1.0,0.0,1
517,13,0.7692307692307693,1258.8474795056966,3.0,1.0,0
518,3,0.3333333333333333,837.496196421237,3.0,0.3333333333333333,1
519,17,0.5294117647058824,1150.8579340798567,2.0,0.5,0
520,2,0.0,1034.8622007053154,2.0,0.0,1
521,3,0.6666666666666666,1109.9500190445665,2.0,0.5,1
522,2,0.5,1311.8730864955023,2.0,0.5,1
523,2,1.0,1305.094084338649,1.0,1.0,1
524,11,0.09090909090909091,624.6619337324248,1.0,1.0,0
525,16,0.875,1378.5307416674227,3.0,1.0,1
526,1,1.0,1381.602170195824,1.0,1.0,1
527,6,0.5,1216.4026738873838,2.0,0.5,1
528,3,0.6666666666666666,930.1819604992324,2.0,0.5,1
529,16,0.6875,1241.0739111568982,3.0,1.0,0
530,2,0.5,891.5283569374494,2.0,0.5,1
531,2,0.0,633.4835468604404,2.0,0.0,1
532,2,0.5,980.5193224855516,2.0,0.5,1
533,1,0.0,1005.2857812400986,1.0,0.0,1
534,3,0.3333333333333333,1305.6375465431177,3.0,0.3333333333333333,1
535,1,0.0,664.8758089298876,1.0,0.0,1
536,6,0.8333333333333334,1438.427142050438,3.0,0.6666666666666666,1
537,2,0.5,1578.3790468108414,2.0,0.5,1
538,1,0.0,913.4611078783454,1.0,0.0,1
539,13,0.6153846153846154,1030.5664561515198,3.0,0.6666666666666666,1
540,1,0.0,1083.2792517487792,0.0,0.0,1
